,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,death_rate,injury_rate
156126,MAR,Africa,Morocco,2020-02-07,,,,,,,,,,,,,,,,,,,,,,9.0,,0.0,,,,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156127,MAR,Africa,Morocco,2020-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156128,MAR,Africa,Morocco,2020-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156129,MAR,Africa,Morocco,2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156130,MAR,Africa,Morocco,2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156131,MAR,Africa,Morocco,2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156132,MAR,Africa,Morocco,2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156133,MAR,Africa,Morocco,2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156134,MAR,Africa,Morocco,2020-02-15,,,,,,,,,,,,,,,,,,,,,,10.0,,0.0,,0.0,0.0,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156135,MAR,Africa,Morocco,2020-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156136,MAR,Africa,Morocco,2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156137,MAR,Africa,Morocco,2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156138,MAR,Africa,Morocco,2020-02-19,,,,,,,,,,,,,,,,,,,,,,11.0,,0.0,,0.0,0.0,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156139,MAR,Africa,Morocco,2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156140,MAR,Africa,Morocco,2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156141,MAR,Africa,Morocco,2020-02-22,,,,,,,,,,,,,,,,,,,,,,12.0,,0.0,,0.0,0.0,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156142,MAR,Africa,Morocco,2020-02-23,,,,,,,,,,,,,,,,,,,,,,13.0,1.0,0.0,0.0,0.0,0.0,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156143,MAR,Africa,Morocco,2020-02-24,,,,,,,,,,,,,,,,,,,,,,14.0,1.0,0.0,0.0,0.0,0.0,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156144,MAR,Africa,Morocco,2020-02-25,,,,,,,,,,,,,,,,,,,,,,15.0,1.0,0.0,0.0,1.0,0.0,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156145,MAR,Africa,Morocco,2020-02-26,,,,,,,,,,,,,,,,,,,,,,17.0,2.0,0.0,0.0,1.0,0.0,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156146,MAR,Africa,Morocco,2020-02-27,,,,,,,,,,,,,,,,,,,,,,19.0,2.0,0.001,0.0,1.0,0.0,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156147,MAR,Africa,Morocco,2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156148,MAR,Africa,Morocco,2020-02-29,,,,,,,,,,,,,,,,,,,,,,25.0,,0.001,,2.0,0.0,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156149,MAR,Africa,Morocco,2020-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,
156150,MAR,Africa,Morocco,2020-03-02,1.0,1.0,,,,,0.027,0.027,,,,,,,,,,,,,,29.0,,0.001,,2.0,0.0,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,2.6696583926478034e-08
156151,MAR,Africa,Morocco,2020-03-03,1.0,0.0,,,,,0.027,0.0,,,,,,,,,,,,,,33.0,4.0,0.001,0.0,3.0,0.0,,,people tested,,,,,,,,,,,,,,0.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,2.6696583926478034e-08
156152,MAR,Africa,Morocco,2020-03-04,1.0,0.0,,,,,0.027,0.0,,,,,,,,,,,,,,35.0,2.0,0.001,0.0,3.0,0.0,,,people tested,,,,,,,,,,,,,,5.56,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,2.6696583926478034e-08
156153,MAR,Africa,Morocco,2020-03-05,2.0,1.0,,,,,0.053,0.027,,,,,,,,,,,,,,42.0,7.0,0.001,0.0,3.0,0.0,,,people tested,,,,,,,,,,,,,,5.56,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,5.339316785295607e-08
156154,MAR,Africa,Morocco,2020-03-06,2.0,0.0,,,,,0.053,0.0,,,,,,,,,,,,,,52.0,10.0,0.001,0.0,4.0,0.0,,,people tested,,,,,,,,,,,,,,5.56,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,5.339316785295607e-08
156155,MAR,Africa,Morocco,2020-03-07,2.0,0.0,0.286,,,,0.053,0.0,0.008,,,,,,,,,,,,,57.0,5.0,0.002,0.0,5.0,0.0,0.0572,17.5,people tested,,,,,,,,,,,,,,5.56,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,5.339316785295607e-08
156156,MAR,Africa,Morocco,2020-03-08,2.0,0.0,0.286,,,,0.053,0.0,0.008,,,,,,,,,,,,,,,,,5.0,0.0,0.0572,17.5,people tested,,,,,,,,,,,,,,5.56,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,5.339316785295607e-08
156157,MAR,Africa,Morocco,2020-03-09,2.0,0.0,0.143,,,,0.053,0.0,0.004,,,,,,,,,,,,,62.0,,0.002,,5.0,0.0,0.0286,35.0,people tested,,,,,,,,,,,,,,5.56,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,,5.339316785295607e-08
156158,MAR,Africa,Morocco,2020-03-10,3.0,1.0,0.286,1.0,1.0,,0.08,0.027,0.008,0.027,0.027,,,,,,,,,,,66.0,4.0,0.002,0.0,5.0,0.0,0.0572,17.5,people tested,,,,,,,,,,,,,,5.56,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.3333333333333333,8.00897517794341e-08
156159,MAR,Africa,Morocco,2020-03-11,5.0,2.0,0.571,1.0,0.0,,0.133,0.053,0.015,0.027,0.0,,,,,,,,,,,,,,,7.0,0.0,0.0816,12.3,people tested,,,,,,,,,,,,,,5.56,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.2,1.3348291963239017e-07
156160,MAR,Africa,Morocco,2020-03-12,6.0,1.0,0.571,1.0,0.0,,0.16,0.027,0.015,0.027,0.0,,,,,,,,,,,97.0,,0.003,,8.0,0.0,0.0714,14.0,people tested,,,,,,,,,,,,,,5.56,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.16666666666666666,1.601795035588682e-07
156161,MAR,Africa,Morocco,2020-03-13,7.0,1.0,0.714,1.0,0.0,,0.187,0.027,0.019,0.027,0.0,,,,,,,,,,,101.0,4.0,0.003,0.0,7.0,0.0,0.102,9.8,people tested,,,,,,,,,,,,,,25.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.14285714285714285,1.8687608748534624e-07
156162,MAR,Africa,Morocco,2020-03-14,17.0,10.0,2.143,1.0,0.0,,0.454,0.267,0.057,0.027,0.0,,,,,,,,,,,130.0,29.0,0.004,0.001,10.0,0.0,0.2143,4.7,people tested,,,,,,,,,,,,,,44.44,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.058823529411764705,4.538419267501266e-07
156163,MAR,Africa,Morocco,2020-03-15,28.0,11.0,3.714,1.0,0.0,0.143,0.748,0.294,0.099,0.027,0.0,0.004,,,,,,,,,,,,,,14.0,0.0,0.2653,3.8,people tested,,,,,,,,,,,,,,44.44,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.03571428571428571,7.475043499413849e-07
156164,MAR,Africa,Morocco,2020-03-16,29.0,1.0,3.857,1.0,0.0,0.143,0.774,0.027,0.103,0.027,0.0,0.004,,,,,,,,,,189.0,,0.005,,18.0,0.0,0.2143,4.7,people tested,,,,,,,,,,,,,,55.56,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.034482758620689655,7.74200933867863e-07
156165,MAR,Africa,Morocco,2020-03-17,38.0,9.0,5.0,2.0,1.0,0.143,1.014,0.24,0.133,0.053,0.027,0.004,,,,,,,,,,227.0,38.0,0.006,0.001,23.0,0.001,0.2174,4.6,people tested,,,,,,,,,,,,,,55.56,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.05263157894736842,1.0144701892061652e-06
156166,MAR,Africa,Morocco,2020-03-18,49.0,11.0,6.286,2.0,0.0,0.143,1.308,0.294,0.168,0.053,0.0,0.004,,,,,,,,,,317.0,90.0,0.009,0.002,34.0,0.001,0.1849,5.4,people tested,,,,,,,,,,,,,,55.56,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.04081632653061224,1.3081326123974238e-06
156167,MAR,Africa,Morocco,2020-03-19,63.0,14.0,8.143,2.0,0.0,0.143,1.682,0.374,0.217,0.053,0.0,0.004,,,,,,,,,,370.0,53.0,0.01,0.001,39.0,0.001,0.2088,4.8,people tested,,,,,,,,,,,,,,55.56,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.031746031746031744,1.6818847873681162e-06
156168,MAR,Africa,Morocco,2020-03-20,77.0,14.0,10.0,3.0,1.0,0.286,2.056,0.374,0.267,0.08,0.027,0.008,,,,,,,,,,464.0,94.0,0.013,0.003,52.0,0.001,0.1923,5.2,people tested,,,,,,,,,,,,,,90.74,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.03896103896103896,2.055636962338809e-06
156169,MAR,Africa,Morocco,2020-03-21,96.0,19.0,11.286,3.0,0.0,0.286,2.563,0.507,0.301,0.08,0.0,0.008,,,,,,,,,,537.0,73.0,0.014,0.002,58.0,0.002,0.1946,5.1,people tested,,,,,,,,,,,,,,90.74,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.03125,2.5628720569418912e-06
156170,MAR,Africa,Morocco,2020-03-22,115.0,19.0,12.429,4.0,1.0,0.429,3.07,0.507,0.332,0.107,0.027,0.011,,,,,,,,,,627.0,90.0,0.017,0.002,67.0,0.002,0.1855,5.4,people tested,,,,,,,,,,,,,,90.74,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.034782608695652174,3.070107151544974e-06
156171,MAR,Africa,Morocco,2020-03-23,143.0,28.0,16.286,4.0,0.0,0.429,3.818,0.748,0.435,0.107,0.0,0.011,1.99,,,,,,,,,786.0,159.0,0.021,0.004,85.0,0.002,0.1916,5.2,people tested,,,,,,,,,,,,,,90.74,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.027972027972027972,3.817611501486359e-06
156172,MAR,Africa,Morocco,2020-03-24,170.0,27.0,18.857,5.0,1.0,0.429,4.538,0.721,0.503,0.133,0.027,0.011,2.0,,,,,,,,,855.0,69.0,0.023,0.002,90.0,0.002,0.2095,4.8,people tested,,,,,,,,,,,,,,90.74,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.029411764705882353,4.538419267501266e-06
156173,MAR,Africa,Morocco,2020-03-25,225.0,55.0,25.143,6.0,1.0,0.571,6.007,1.468,0.671,0.16,0.027,0.015,2.02,,,,,,,,,995.0,140.0,0.027,0.004,97.0,0.003,0.2592,3.9,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.02666666666666667,6.0067313834575575e-06
156174,MAR,Africa,Morocco,2020-03-26,275.0,50.0,30.286,11.0,5.0,1.286,7.342,1.335,0.809,0.294,0.133,0.034,1.98,,,,,,,,,1206.0,211.0,0.033,0.006,119.0,0.003,0.2545,3.9,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.04,7.3415605797814594e-06
156175,MAR,Africa,Morocco,2020-03-27,345.0,70.0,38.286,23.0,12.0,2.857,9.21,1.869,1.022,0.614,0.32,0.076,1.92,,,,,,,,,1768.0,562.0,0.048,0.015,186.0,0.005,0.2058,4.9,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.06666666666666667,9.210321454634922e-06
156176,MAR,Africa,Morocco,2020-03-28,402.0,57.0,43.714,25.0,2.0,3.143,10.732,1.522,1.167,0.667,0.053,0.084,1.84,,,,,,,,,1976.0,208.0,0.053,0.006,206.0,0.006,0.2122,4.7,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.06218905472636816,1.073202673844417e-05
156177,MAR,Africa,Morocco,2020-03-29,479.0,77.0,52.0,26.0,1.0,3.143,12.788,2.056,1.388,0.694,0.027,0.084,1.78,,,,,,,,,2273.0,297.0,0.061,0.008,235.0,0.006,0.2213,4.5,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.054279749478079335,1.2787663700782978e-05
156178,MAR,Africa,Morocco,2020-03-30,556.0,77.0,59.0,33.0,7.0,4.143,14.843,2.056,1.575,0.881,0.187,0.111,1.71,,,,,,,,,2751.0,478.0,0.074,0.013,281.0,0.008,0.21,4.8,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.05935251798561151,1.4843300663121787e-05
156179,MAR,Africa,Morocco,2020-03-31,617.0,61.0,63.857,36.0,3.0,4.429,16.472,1.628,1.705,0.961,0.08,0.118,1.62,,,,,,,,,2900.0,149.0,0.078,0.004,292.0,0.008,0.2187,4.6,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.05834683954619125,1.6471792282636946e-05
156180,MAR,Africa,Morocco,2020-04-01,654.0,37.0,61.286,39.0,3.0,4.714,17.46,0.988,1.636,1.041,0.08,0.126,1.53,,,,,,,,,3345.0,445.0,0.09,0.012,336.0,0.009,0.1824,5.5,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.05963302752293578,1.7459565887916635e-05
156181,MAR,Africa,Morocco,2020-04-02,708.0,54.0,61.857,44.0,5.0,4.714,18.901,1.442,1.651,1.175,0.133,0.126,1.51,,,,,,,,,3624.0,279.0,0.098,0.008,345.0,0.009,0.1793,5.6,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.062146892655367235,1.890118141994645e-05
156182,MAR,Africa,Morocco,2020-04-03,791.0,83.0,63.714,48.0,4.0,3.571,21.117,2.216,1.701,1.281,0.107,0.095,1.52,,,,,,,,,3910.0,286.0,0.105,0.008,306.0,0.008,0.2082,4.8,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.0606826801517067,2.1116997885844125e-05
156183,MAR,Africa,Morocco,2020-04-04,919.0,128.0,73.857,59.0,11.0,4.857,24.534,3.417,1.972,1.575,0.294,0.13,1.54,,,,,,,,,4321.0,411.0,0.117,0.011,335.0,0.009,0.2205,4.5,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.06420021762785637,2.4534160628433314e-05
156184,MAR,Africa,Morocco,2020-04-05,1021.0,102.0,77.429,70.0,11.0,6.286,27.257,2.723,2.067,1.869,0.294,0.168,1.5,,,,,,,,,4848.0,527.0,0.131,0.014,368.0,0.01,0.2104,4.8,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.06856023506366307,2.7257212188934073e-05
156185,MAR,Africa,Morocco,2020-04-06,1120.0,99.0,80.571,80.0,10.0,6.714,29.9,2.643,2.151,2.136,0.267,0.179,1.45,,,,,,,,,5104.0,256.0,0.138,0.007,336.0,0.009,0.2398,4.2,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.07142857142857142,2.99001739976554e-05
156186,MAR,Africa,Morocco,2020-04-07,1184.0,64.0,81.0,90.0,10.0,7.714,31.609,1.709,2.162,2.403,0.267,0.206,1.39,,,,,,,,,5437.0,333.0,0.147,0.009,362.0,0.01,0.2238,4.5,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.07601351351351351,3.160875536894999e-05
156187,MAR,Africa,Morocco,2020-04-08,1275.0,91.0,88.714,93.0,3.0,7.714,34.038,2.429,2.368,2.483,0.08,0.206,1.35,,,,,,,,,5752.0,315.0,0.155,0.008,344.0,0.009,0.2579,3.9,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.07294117647058823,3.403814450625949e-05
156188,MAR,Africa,Morocco,2020-04-09,1374.0,99.0,95.143,97.0,4.0,7.571,36.681,2.643,2.54,2.59,0.107,0.202,1.33,,,,,,,,,6383.0,631.0,0.172,0.017,394.0,0.011,0.2415,4.1,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.07059679767103348,3.668110631498082e-05
156189,MAR,Africa,Morocco,2020-04-10,1448.0,74.0,93.857,107.0,10.0,8.429,38.657,1.976,2.506,2.857,0.267,0.225,1.3,,,,,,,,,7239.0,856.0,0.195,0.023,476.0,0.013,0.1972,5.1,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.0738950276243094,3.865665352554019e-05
156190,MAR,Africa,Morocco,2020-04-11,1545.0,97.0,89.429,111.0,4.0,7.429,41.246,2.59,2.387,2.963,0.107,0.198,1.33,,,,,,,,,7948.0,709.0,0.214,0.019,518.0,0.014,0.1726,5.8,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.07184466019417475,4.1246222166408566e-05
156191,MAR,Africa,Morocco,2020-04-12,1661.0,116.0,91.429,118.0,7.0,6.857,44.343,3.097,2.441,3.15,0.187,0.183,1.38,,,,,,,,,8604.0,656.0,0.232,0.018,537.0,0.014,0.1703,5.9,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.07104154124021674,4.434302590188002e-05
156192,MAR,Africa,Morocco,2020-04-13,1763.0,102.0,91.857,126.0,8.0,6.571,47.066,2.723,2.452,3.364,0.214,0.175,1.42,,,,,,,,,9128.0,524.0,0.246,0.014,575.0,0.016,0.1598,6.3,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.07146908678389109,4.7066077462380775e-05
156193,MAR,Africa,Morocco,2020-04-14,1888.0,125.0,100.571,126.0,0.0,5.143,50.403,3.337,2.685,3.364,0.0,0.137,1.47,,,,,,,,,9922.0,794.0,0.268,0.021,641.0,0.017,0.1569,6.4,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.06673728813559322,5.040315045319053e-05
156194,MAR,Africa,Morocco,2020-04-15,2024.0,136.0,107.0,127.0,1.0,4.857,54.034,3.631,2.857,3.39,0.027,0.13,1.51,,,,,,,,,10650.0,728.0,0.287,0.02,700.0,0.019,0.1529,6.5,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.06274703557312253,5.403388586719154e-05
156195,MAR,Africa,Morocco,2020-04-16,2283.0,259.0,129.857,130.0,3.0,4.714,60.948,6.914,3.467,3.471,0.08,0.126,1.54,,,,,,,,,11996.0,1346.0,0.324,0.036,802.0,0.022,0.1619,6.2,people tested,,,,,,,,,,,,,,93.52,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,37457976.0,,,,,0.05694261936049058,6.094830110414935e-05
